time,x,y,row,col,coverage,collision_count,v,w
4.35,-0.453,-1.312,0,3,0.037,1,0.254,-1.700
4.48,-0.437,-1.311,0,3,0.037,1,0.254,-1.700
4.61,-0.422,-1.311,0,3,0.037,1,0.254,-1.700
4.74,-0.407,-1.311,0,3,0.037,1,0.254,-1.700
4.86,-0.392,-1.311,0,3,0.037,1,0.254,-1.700
4.99,-0.377,-1.310,0,3,0.037,1,0.254,-1.700
5.12,-0.362,-1.310,0,3,0.037,1,0.254,-1.700
5.25,-0.347,-1.310,0,4,0.046,1,0.254,-1.700
5.38,-0.332,-1.310,0,4,0.046,1,0.254,-1.700
5.50,-0.317,-1.309,0,4,0.046,1,0.254,-1.700
5.63,-0.302,-1.309,0,4,0.046,1,0.254,-1.700
5.76,-0.287,-1.309,0,4,0.046,1,0.254,-1.700
5.89,-0.272,-1.308,0,4,0.046,1,0.254,-1.700
6.02,-0.257,-1.308,0,4,0.046,1,0.254,-1.700
6.14,-0.243,-1.308,0,4,0.046,1,0.058,-1.476
6.27,-0.239,-1.309,0,4,0.046,1,0.065,-1.028
6.40,-0.236,-1.312,0,4,0.046,1,0.071,-0.580
6.53,-0.229,-1.314,0,4,0.046,1,0.078,-0.132
6.66,-0.220,-1.316,0,4,0.046,1,0.075,0.316
6.78,-0.211,-1.317,0,4,0.046,1,0.069,0.764
6.91,-0.203,-1.318,0,4,0.046,1,0.062,1.212
7.04,-0.197,-1.317,0,4,0.046,1,0.055,1.660
7.17,-0.191,-1.314,0,4,0.046,1,0.048,2.108
7.30,-0.190,-1.309,0,5,0.056,1,0.042,2.556
7.42,-0.187,-1.301,0,5,0.056,1,0.185,2.108
7.55,-0.176,-1.288,0,5,0.056,1,0.261,1.660
7.68,-0.159,-1.270,0,5,0.056,1,0.336,1.212
7.81,-0.141,-1.248,0,5,0.056,1,0.411,0.764
7.94,-0.123,-1.227,0,5,0.056,1,0.487,0.316
8.06,-0.108,-1.208,0,5,0.056,1,0.540,0.000
8.19,-0.105,-1.198,0,5,0.056,2,0.502,0.224
8.32,-0.103,-1.185,0,5,0.056,2,0.529,0.065
8.45,-0.097,-1.175,0,5,0.056,2,0.539,0.006
8.58,-0.088,-1.168,0,5,0.056,2,0.540,0.001
8.70,-0.077,-1.163,0,5,0.056,2,0.078,0.112
8.83,-0.075,-1.161,0,5,0.056,2,0.072,0.560
8.96,-0.075,-1.161,0,5,0.056,2,0.065,1.008
9.09,-0.077,-1.159,0,5,0.056,2,0.295,1.456
9.22,-0.076,-1.155,0,5,0.056,2,0.333,1.232
9.34,-0.077,-1.148,0,5,0.056,2,0.408,0.784
9.47,-0.080,-1.142,0,5,0.056,2,0.483,0.336
9.60,-0.083,-1.134,0,5,0.056,2,0.540,0.001
9.73,-0.085,-1.128,0,5,0.056,2,0.540,0.000
9.86,-0.085,-1.121,0,5,0.056,2,0.540,0.000
9.98,-0.084,-1.114,0,5,0.056,2,0.502,0.224
10.11,-0.082,-1.108,0,5,0.056,2,0.441,0.591
10.24,-0.079,-1.103,0,5,0.056,2,0.450,0.536
10.37,-0.076,-1.099,1,5,0.065,2,0.525,0.088
10.50,-0.075,-1.096,1,5,0.065,2,0.540,0.002
10.62,-0.074,-1.093,1,5,0.065,2,0.540,0.000
10.75,-0.073,-1.090,1,5,0.065,2,0.540,0.000
10.88,-0.072,-1.088,1,5,0.065,2,0.540,0.000
11.01,-0.072,-1.085,1,5,0.065,2,0.540,0.000
11.14,-0.072,-1.083,1,5,0.065,2,0.540,0.000
11.26,-0.071,-1.082,1,5,0.065,2,0.540,0.000
11.39,-0.071,-1.080,1,5,0.065,2,0.540,0.000
11.52,-0.071,-1.078,1,5,0.065,2,0.540,0.000
11.65,-0.071,-1.077,1,5,0.065,2,0.540,0.000
11.78,-0.071,-1.075,1,5,0.065,2,0.540,0.000
11.90,-0.071,-1.074,1,5,0.065,2,0.540,0.000
12.03,-0.070,-1.072,1,5,0.065,2,0.540,0.000
12.16,-0.070,-1.070,1,5,0.065,2,0.540,0.000
12.29,-0.070,-1.068,1,5,0.065,2,0.540,0.000
12.42,-0.070,-1.066,1,5,0.065,2,0.540,0.000
12.54,-0.069,-1.064,1,5,0.065,2,0.540,0.000
12.67,-0.069,-1.061,1,5,0.065,2,0.540,0.000
12.80,-0.069,-1.058,1,5,0.065,2,0.540,0.000
12.93,-0.068,-1.055,1,5,0.065,2,0.540,0.000
13.06,-0.067,-1.052,1,5,0.065,2,0.540,0.000
13.18,-0.066,-1.049,1,5,0.065,2,0.540,0.000
13.31,-0.065,-1.046,1,5,0.065,2,0.540,0.000
13.44,-0.064,-1.043,1,5,0.065,2,0.540,0.000
13.57,-0.062,-1.040,1,5,0.065,2,0.540,0.000
13.70,-0.061,-1.037,1,5,0.065,2,0.540,0.000
13.82,-0.060,-1.034,1,5,0.065,2,0.521,0.112
13.95,-0.059,-1.031,1,5,0.065,2,0.446,0.560
14.08,-0.058,-1.028,1,5,0.065,2,0.406,0.796
14.21,-0.057,-1.025,1,5,0.065,2,0.405,0.800
14.34,-0.056,-1.022,1,5,0.065,2,0.405,0.800
14.46,-0.055,-1.019,1,5,0.065,2,0.405,0.800
14.59,-0.054,-1.016,1,5,0.065,2,0.405,0.800
14.72,-0.053,-1.013,1,5,0.065,2,0.405,0.800
14.85,-0.047,-1.010,1,5,0.065,2,0.405,0.800
14.98,-0.045,-1.004,1,5,0.065,2,0.405,0.800
15.10,-0.044,-0.998,1,5,0.065,2,0.405,0.800
15.23,-0.042,-0.991,1,5,0.065,2,0.405,0.800
15.36,-0.041,-0.983,1,5,0.065,2,0.405,0.800
15.49,-0.041,-0.975,1,5,0.065,2,0.405,0.800
15.62,-0.041,-0.966,1,5,0.065,2,0.405,0.800
15.74,-0.028,-0.954,1,5,0.065,3,0.443,0.576
15.87,-0.006,-0.942,1,5,0.065,3,0.411,0.764
16.00,0.018,-0.928,1,5,0.065,3,0.425,0.682
16.13,0.043,-0.914,1,5,0.065,3,0.416,0.734
16.26,0.067,-0.900,1,5,0.065,3,0.446,0.556
16.38,0.092,-0.886,1,5,0.065,3,0.484,0.332
16.51,0.116,-0.872,2,6,0.083,3,0.484,0.332
16.64,0.141,-0.858,2,6,0.083,3,0.528,0.070
16.77,0.165,-0.844,2,6,0.083,3,0.528,0.070
16.90,0.190,-0.830,2,6,0.083,3,0.476,-0.378
17.02,0.214,-0.816,2,6,0.083,3,0.074,-0.378
17.15,0.222,-0.812,2,6,0.083,3,0.068,-0.826
17.28,0.230,-0.810,2,6,0.083,3,0.061,-1.274
17.41,0.237,-0.808,2,6,0.083,3,0.054,-1.722
17.54,0.244,-0.808,2,7,0.083,3,0.047,-2.170
17.66,0.249,-0.811,2,7,0.083,3,0.175,-2.170
17.79,0.261,-0.817,2,7,0.083,4,0.250,-1.722
17.92,0.270,-0.827,2,7,0.083,5,0.326,-1.274
18.05,0.295,-0.839,2,7,0.083,5,0.401,-0.826
18.18,0.321,-0.851,2,7,0.083,5,0.476,-0.378
18.30,0.346,-0.864,2,7,0.083,5,0.540,-0.000
18.43,0.371,-0.876,2,7,0.083,5,0.540,-0.000
18.56,0.397,-0.888,2,7,0.083,5,0.540,-0.000
18.69,0.422,-0.900,2,7,0.083,5,0.465,-0.448
18.82,0.447,-0.913,2,7,0.083,5,0.406,-0.793
18.94,0.473,-0.925,2,7,0.083,5,0.443,-0.574
19.07,0.498,-0.937,2,7,0.083,5,0.519,-0.126
19.20,0.523,-0.950,2,7,0.083,5,0.486,0.322
19.33,0.549,-0.962,2,7,0.083,5,0.410,0.770
19.46,0.574,-0.974,2,7,0.083,5,0.405,0.800
19.58,0.600,-0.986,1,8,0.102,5,0.330,1.248
19.71,0.623,-0.997,1,8,0.102,5,0.255,1.692
19.84,0.642,-1.005,1,8,0.102,5,0.254,1.699
19.97,0.662,-1.011,1,8,0.102,5,0.254,1.700
20.10,0.683,-1.016,1,8,0.102,5,0.254,1.700
20.22,0.704,-1.019,1,8,0.102,5,0.254,1.700
20.35,0.725,-1.020,1,8,0.102,5,0.053,1.812
20.48,0.732,-1.019,1,8,0.102,5,0.197,2.036
20.61,0.745,-1.015,1,9,0.111,5,0.249,1.727
20.74,0.763,-1.010,1,9,0.111,5,0.253,1.702
20.86,0.783,-1.004,1,9,0.111,5,0.254,1.700
20.99,0.803,-0.996,1,9,0.111,5,0.254,1.700
21.12,0.822,-0.987,1,9,0.111,5,0.254,1.700
21.25,0.840,-0.977,1,9,0.111,5,0.254,1.700
21.38,0.857,-0.965,1,9,0.111,5,0.254,1.700
21.50,0.874,-0.951,1,9,0.111,5,0.254,1.700
21.63,0.889,-0.937,1,9,0.111,5,0.254,1.700
21.76,0.902,-0.921,1,9,0.111,6,0.254,1.700
21.89,0.915,-0.904,1,9,0.111,6,0.254,1.700
22.02,0.926,-0.887,1,9,0.111,6,0.273,1.588
22.14,0.939,-0.864,1,9,0.111,6,0.348,1.140
22.27,0.952,-0.840,1,9,0.111,6,0.310,1.364
22.40,0.964,-0.817,1,9,0.111,6,0.276,1.567
22.53,0.975,-0.793,1,9,0.111,6,0.318,1.321
22.66,0.987,-0.768,2,10,0.130,6,0.393,0.873
22.78,0.999,-0.743,2,10,0.130,6,0.468,0.425
22.91,1.011,-0.717,2,10,0.130,6,0.468,0.425
23.04,1.023,-0.692,2,10,0.130,6,0.409,0.776
23.17,1.035,-0.666,2,10,0.130,6,0.406,0.798
23.30,1.047,-0.641,2,10,0.130,6,0.405,0.800
23.42,1.060,-0.615,2,10,0.130,6,0.405,0.800
23.55,1.072,-0.590,2,10,0.130,6,0.405,0.800
23.68,1.084,-0.564,3,10,0.139,6,0.405,0.800
23.81,1.096,-0.539,3,10,0.139,6,0.405,0.800
23.94,1.108,-0.513,3,10,0.139,6,0.405,0.800
24.06,1.120,-0.488,3,10,0.139,6,0.405,0.800
24.19,1.132,-0.463,3,10,0.139,6,0.405,0.800
24.32,1.144,-0.437,3,10,0.139,6,0.405,0.800
24.45,1.156,-0.412,3,10,0.139,6,0.405,0.800
24.58,1.168,-0.386,3,10,0.139,6,0.405,0.800
24.70,1.180,-0.361,4,11,0.157,6,0.330,1.248
24.83,1.191,-0.337,4,11,0.157,6,0.255,1.692
24.96,1.199,-0.318,4,11,0.157,6,0.254,1.699
25.09,1.205,-0.298,4,11,0.157,6,0.254,1.700
25.22,1.209,-0.277,4,11,0.157,6,0.254,1.700
25.34,1.212,-0.256,4,11,0.157,6,0.254,1.700
25.47,1.213,-0.235,4,11,0.157,6,0.310,1.364
25.60,1.215,-0.208,4,11,0.157,6,0.348,1.140
25.73,1.217,-0.181,5,11,0.167,6,0.273,1.588
25.86,1.218,-0.157,5,11,0.167,6,0.316,1.330
25.98,1.220,-0.131,5,11,0.167,6,0.316,1.330
26.11,1.221,-0.105,5,11,0.167,6,0.354,1.106
26.24,1.223,-0.076,5,11,0.167,6,0.334,1.225
26.37,1.224,-0.051,5,11,0.167,6,0.296,1.449
26.50,1.225,-0.026,5,11,0.167,6,0.298,1.440
26.62,1.226,-0.002,5,11,0.167,6,0.335,1.216
26.75,1.227,0.025,6,11,0.176,6,0.336,1.211
26.88,1.229,0.052,6,11,0.176,6,0.298,1.435
27.01,1.230,0.076,6,11,0.176,6,0.298,1.435
27.14,1.231,0.101,6,11,0.176,6,0.309,1.370
27.26,1.232,0.126,6,11,0.176,6,0.273,1.587
27.39,1.233,0.149,6,11,0.176,6,0.327,1.264
27.52,1.234,0.173,6,11,0.176,6,0.289,1.488
27.65,1.235,0.198,6,11,0.176,6,0.298,1.437
27.78,1.236,0.222,6,11,0.176,6,0.267,1.621
27.90,1.237,0.245,6,11,0.176,6,0.317,1.326
28.03,1.237,0.269,6,11,0.176,6,0.317,1.326
28.16,1.238,0.296,6,11,0.176,6,0.317,1.323
28.29,1.239,0.320,6,11,0.176,6,0.317,1.323
28.42,1.240,0.346,6,11,0.176,6,0.280,1.547
28.54,1.240,0.371,6,11,0.176,6,0.328,1.262
28.67,1.241,0.395,6,11,0.176,6,0.290,1.486
28.80,1.242,0.414,7,11,0.185,6,0.284,1.520
28.93,1.242,0.435,7,11,0.185,6,0.293,1.466
29.06,1.243,0.454,7,11,0.185,6,0.257,1.679
29.18,1.243,0.469,7,11,0.185,6,0.254,1.698
29.31,1.243,0.484,7,11,0.185,6,0.254,1.700
29.44,1.244,0.500,7,11,0.185,6,0.254,1.700
29.57,1.244,0.518,7,11,0.185,6,0.264,1.640
29.70,1.245,0.534,7,11,0.185,6,0.255,1.695
29.82,1.246,0.554,8,11,0.194,6,0.330,1.247
29.95,1.247,0.582,8,11,0.194,6,0.404,0.807
30.08,1.248,0.610,8,11,0.194,6,0.405,0.801
30.21,1.249,0.638,8,11,0.194,6,0.405,0.800
30.34,1.250,0.666,8,11,0.194,6,0.405,0.800
30.46,1.251,0.694,8,11,0.194,6,0.405,0.800
30.59,1.253,0.722,8,11,0.194,6,0.405,0.800
30.72,1.254,0.750,8,11,0.194,6,0.405,0.800
30.85,1.255,0.779,9,11,0.204,6,0.330,1.248
30.98,1.256,0.803,9,11,0.204,6,0.255,1.692
31.10,1.256,0.820,9,11,0.204,6,0.254,1.699
31.23,1.257,0.835,9,11,0.204,6,0.254,1.700
31.36,1.257,0.850,9,11,0.204,6,0.254,1.700
31.49,1.257,0.865,9,11,0.204,6,0.254,1.700
31.62,1.257,0.877,9,11,0.204,6,0.049,2.036
31.74,1.255,0.884,9,11,0.204,6,0.053,1.812
31.87,1.249,0.895,9,11,0.204,6,0.310,1.364
32.00,1.240,0.915,9,11,0.204,6,0.348,1.140
32.13,1.229,0.940,9,11,0.204,6,0.273,1.588
32.26,1.219,0.959,9,11,0.204,6,0.254,1.697
32.38,1.208,0.977,9,11,0.204,6,0.254,1.700
32.51,1.196,0.993,9,11,0.204,6,0.254,1.700
32.64,1.182,1.009,9,11,0.204,6,0.254,1.700
32.77,1.167,1.024,9,11,0.204,7,0.254,1.700
32.90,1.154,1.030,10,11,0.213,7,0.329,1.252
33.02,1.136,1.032,10,11,0.213,7,0.405,0.804
33.15,1.116,1.032,10,11,0.213,7,0.407,0.789
33.28,1.097,1.034,10,11,0.213,7,0.483,0.341
33.41,1.077,1.039,10,11,0.213,7,0.522,-0.107
33.54,1.064,1.044,10,11,0.213,7,0.522,-0.107
33.66,1.048,1.044,10,11,0.213,7,0.483,0.341
33.79,1.033,1.049,10,11,0.213,7,0.407,0.789
33.92,1.020,1.059,10,10,0.222,7,0.403,0.814
34.05,1.008,1.068,10,10,0.222,7,0.401,0.824
34.18,0.998,1.077,10,10,0.222,7,0.393,0.872
34.30,0.988,1.086,10,10,0.222,7,0.387,0.907
34.43,0.977,1.091,10,10,0.222,7,0.386,0.912
34.56,0.965,1.105,10,10,0.222,7,0.376,0.973
34.69,0.953,1.118,10,10,0.222,7,0.371,1.007
34.82,0.941,1.131,10,10,0.222,7,0.363,1.053
34.94,0.930,1.148,11,10,0.231,7,0.349,1.137
35.07,0.918,1.173,11,10,0.231,7,0.338,1.202
35.20,0.908,1.193,11,10,0.231,7,0.057,1.547
35.33,0.900,1.200,11,10,0.231,7,0.256,1.686
35.46,0.890,1.209,11,10,0.231,7,0.256,1.686
35.58,0.875,1.222,11,10,0.231,7,0.294,1.462
35.71,0.858,1.235,11,10,0.231,7,0.058,1.462
35.84,0.839,1.247,11,10,0.231,7,0.061,1.297
35.97,0.822,1.256,11,9,0.241,7,0.300,1.427
36.10,0.802,1.266,11,9,0.241,7,0.319,1.310
36.22,0.781,1.276,11,9,0.241,7,0.057,1.526
36.35,0.761,1.284,11,9,0.241,7,0.059,1.381
36.48,0.744,1.290,11,9,0.241,7,0.302,1.414
36.61,0.719,1.299,11,9,0.241,7,0.331,1.242
36.74,0.698,1.306,11,9,0.241,7,0.335,1.217
36.86,0.677,1.312,11,9,0.241,7,0.342,1.177
36.99,0.656,1.318,11,8,0.250,7,0.266,1.625
37.12,0.635,1.323,11,8,0.250,8,0.252,1.713
37.25,0.615,1.326,11,8,0.250,8,0.254,1.701
37.38,0.594,1.327,11,8,0.250,8,0.254,1.700
37.50,0.578,1.328,11,8,0.250,8,0.254,1.700
37.63,0.563,1.328,11,8,0.250,8,0.254,1.700
37.76,0.548,1.329,11,8,0.250,8,0.254,1.700
37.89,0.533,1.329,11,8,0.250,8,0.254,1.700
38.02,0.518,1.330,11,8,0.250,8,0.254,1.700
38.14,0.503,1.330,11,8,0.250,8,0.254,1.700
38.27,0.488,1.331,11,8,0.250,8,0.254,1.700
38.40,0.473,1.331,11,8,0.250,8,0.254,1.700
38.53,0.458,1.332,11,8,0.250,8,0.254,1.700
38.66,0.443,1.333,11,8,0.250,8,0.254,1.700
38.78,0.427,1.333,11,8,0.250,8,0.254,1.700
38.91,0.412,1.334,11,8,0.250,8,0.254,1.700
39.04,0.393,1.335,11,7,0.259,8,0.329,1.252
39.17,0.365,1.336,11,7,0.259,8,0.404,0.808
39.30,0.337,1.337,11,7,0.259,8,0.402,0.821
39.42,0.309,1.339,11,7,0.259,8,0.400,0.831
39.55,0.280,1.340,11,7,0.259,8,0.392,0.880
39.68,0.252,1.342,11,7,0.259,8,0.388,0.904
39.81,0.224,1.343,11,7,0.259,8,0.398,0.845
39.94,0.196,1.344,11,7,0.259,8,0.390,0.893
40.06,0.168,1.346,11,6,0.269,8,0.314,1.341
40.19,0.145,1.347,11,6,0.269,8,0.255,1.694
40.32,0.129,1.347,11,6,0.269,8,0.254,1.699
40.45,0.114,1.348,11,6,0.269,8,0.254,1.700
40.58,0.099,1.348,11,6,0.269,8,0.254,1.700
40.70,0.084,1.348,11,6,0.269,8,0.254,1.700
40.83,0.069,1.349,11,6,0.269,8,0.254,1.700
40.96,0.054,1.349,11,6,0.269,8,0.254,1.700
41.09,0.039,1.349,11,6,0.269,8,0.254,1.700
41.22,0.024,1.350,11,6,0.269,8,0.254,1.700
41.34,0.009,1.350,11,6,0.269,8,0.254,1.700
41.47,-0.006,1.350,11,6,0.269,8,0.254,1.700
41.60,-0.021,1.351,11,6,0.269,8,0.254,1.700
41.73,-0.037,1.351,11,6,0.269,8,0.254,1.700
41.86,-0.052,1.351,11,6,0.269,8,0.254,1.700
41.98,-0.067,1.352,11,6,0.269,8,0.254,1.700
42.11,-0.082,1.352,11,5,0.278,8,0.254,1.700
42.24,-0.097,1.352,11,5,0.278,8,0.254,1.700
42.37,-0.112,1.353,11,5,0.278,8,0.254,1.700
42.50,-0.127,1.353,11,5,0.278,8,0.254,1.700
42.62,-0.142,1.354,11,5,0.278,8,0.254,1.700
42.75,-0.157,1.354,11,5,0.278,8,0.254,1.700
42.88,-0.172,1.354,11,5,0.278,8,0.254,1.700
43.01,-0.187,1.355,11,5,0.278,8,0.254,1.700
43.14,-0.202,1.355,11,5,0.278,8,0.254,1.700
43.26,-0.217,1.356,11,5,0.278,8,0.254,1.700
43.39,-0.232,1.356,11,5,0.278,8,0.254,1.700
43.52,-0.247,1.356,11,5,0.278,8,0.254,1.700
43.65,-0.262,1.357,11,5,0.278,8,0.254,1.700
43.78,-0.278,1.357,11,5,0.278,8,0.254,1.700
43.90,-0.293,1.358,11,5,0.278,8,0.254,1.700
44.03,-0.308,1.358,11,5,0.278,8,0.254,1.700
44.16,-0.323,1.358,11,4,0.287,8,0.254,1.700
44.29,-0.338,1.359,11,4,0.287,8,0.254,1.700
44.42,-0.353,1.359,11,4,0.287,8,0.254,1.700
44.54,-0.368,1.360,11,4,0.287,8,0.254,1.700
44.67,-0.383,1.360,11,4,0.287,8,0.254,1.700
44.80,-0.398,1.361,11,4,0.287,8,0.254,1.700
44.93,-0.413,1.361,11,4,0.287,8,0.254,1.700
45.06,-0.428,1.361,11,4,0.287,8,0.254,1.700
45.18,-0.443,1.362,11,4,0.287,8,0.254,1.700
45.31,-0.458,1.362,11,4,0.287,8,0.254,1.700
45.44,-0.473,1.363,11,4,0.287,8,0.254,1.700
45.57,-0.488,1.363,11,4,0.287,8,0.254,1.700
45.70,-0.503,1.364,11,4,0.287,8,0.254,1.700
45.82,-0.519,1.364,11,4,0.287,8,0.254,1.700
45.95,-0.534,1.365,11,4,0.287,8,0.254,1.700
46.08,-0.549,1.365,11,4,0.287,8,0.254,1.700
46.21,-0.569,1.366,11,3,0.296,8,0.329,1.252
46.34,-0.592,1.367,11,3,0.296,8,0.061,1.252
46.46,-0.598,1.366,11,3,0.296,8,0.055,1.700
46.59,-0.603,1.362,11,3,0.296,8,0.048,2.148
46.72,-0.603,1.356,11,3,0.296,8,0.048,2.148
46.85,-0.602,1.347,11,3,0.296,8,0.055,1.700
46.98,-0.602,1.341,11,3,0.296,8,0.048,2.148
47.10,-0.601,1.336,11,3,0.296,8,0.141,2.372
47.23,-0.605,1.323,11,3,0.296,8,0.216,1.924
47.36,-0.609,1.304,11,3,0.296,8,0.292,1.476
47.49,-0.613,1.277,11,3,0.296,8,0.367,1.028
47.62,-0.617,1.249,11,3,0.296,8,0.442,0.580
47.74,-0.621,1.221,11,3,0.296,8,0.518,0.132
47.87,-0.625,1.194,11,3,0.296,8,0.540,0.000
48.00,-0.630,1.166,11,3,0.296,8,0.540,0.000
48.13,-0.634,1.138,11,3,0.296,8,0.540,0.000
48.26,-0.638,1.110,11,3,0.296,8,0.540,0.000
48.38,-0.642,1.082,11,3,0.296,8,0.540,0.000
48.51,-0.647,1.054,11,3,0.296,8,0.465,0.448
48.64,-0.651,1.026,11,3,0.296,8,0.406,0.793
48.77,-0.655,0.999,11,3,0.296,8,0.405,0.799
48.90,-0.659,0.971,11,3,0.296,8,0.443,0.576
49.02,-0.664,0.943,11,3,0.296,8,0.518,0.128
49.15,-0.668,0.915,11,3,0.296,8,0.486,-0.320
49.28,-0.672,0.887,10,3,0.306,8,0.411,-0.768
49.41,-0.677,0.859,10,3,0.306,8,0.405,-0.800
49.54,-0.681,0.832,10,3,0.306,8,0.405,-0.800
49.66,-0.685,0.804,10,3,0.306,8,0.405,-0.800
49.79,-0.689,0.776,10,3,0.306,8,0.405,-0.800
49.92,-0.694,0.748,10,3,0.306,8,0.396,-0.853
50.05,-0.698,0.720,10,3,0.306,8,0.381,-0.945
50.18,-0.702,0.692,10,3,0.306,8,0.366,-1.032
50.30,-0.707,0.664,9,2,0.324,8,0.350,-1.127
50.43,-0.711,0.637,9,2,0.324,8,0.336,-1.213
50.56,-0.714,0.619,9,2,0.324,9,0.056,-1.583
50.69,-0.718,0.616,9,2,0.324,9,0.050,-2.031
50.82,-0.725,0.616,9,2,0.324,9,0.043,-2.479
50.94,-0.734,0.612,9,2,0.324,9,0.198,-2.031
51.07,-0.747,0.600,9,2,0.324,9,0.273,-1.583
51.20,-0.767,0.583,9,2,0.324,9,0.060,-1.359
51.33,-0.783,0.572,8,2,0.333,9,0.253,-1.705
51.46,-0.800,0.561,8,2,0.333,9,0.254,-1.700
51.58,-0.819,0.551,8,2,0.333,9,0.254,-1.700
51.71,-0.838,0.542,8,2,0.333,9,0.254,-1.700
51.84,-0.858,0.536,8,2,0.333,9,0.254,-1.700
51.97,-0.878,0.530,8,2,0.333,9,0.254,-1.700
52.10,-0.899,0.527,8,2,0.333,9,0.254,-1.700
52.22,-0.921,0.525,8,2,0.333,9,0.254,-1.700
52.35,-0.939,0.524,8,1,0.343,9,0.254,-1.700
52.48,-0.954,0.524,8,1,0.343,10,0.254,-1.700
52.61,-0.969,0.523,8,1,0.343,10,0.254,-1.700
52.74,-0.984,0.523,8,1,0.343,10,0.254,-1.700
52.86,-0.999,0.522,8,1,0.343,10,0.254,-1.700
52.99,-1.014,0.522,8,1,0.343,10,0.254,-1.700
53.12,-1.029,0.521,8,1,0.343,10,0.254,-1.700
53.25,-1.044,0.521,8,1,0.343,10,0.254,-1.700
53.38,-1.059,0.521,8,1,0.343,10,0.254,-1.700
53.50,-1.074,0.520,8,1,0.343,10,0.254,-1.700
53.63,-1.089,0.520,8,1,0.343,10,0.254,-1.700
53.76,-1.104,0.519,8,1,0.343,10,0.254,-1.700
53.89,-1.120,0.519,8,1,0.343,10,0.254,-1.700
54.02,-1.135,0.518,8,1,0.343,10,0.254,-1.700
54.14,-1.150,0.518,8,1,0.343,10,0.254,-1.700
54.27,-1.165,0.517,8,1,0.343,10,0.254,-1.700
54.40,-1.185,0.516,8,0,0.352,10,0.061,-1.252
54.53,-1.190,0.517,8,0,0.352,10,0.065,-1.028
54.66,-1.192,0.518,8,0,0.352,10,0.061,-1.239
54.78,-1.195,0.520,8,0,0.352,10,0.061,-1.239
54.91,-1.197,0.524,8,0,0.352,10,0.068,-0.791
55.04,-1.203,0.527,8,0,0.352,10,0.075,-0.343
55.17,-1.212,0.530,8,0,0.352,10,0.078,0.105
55.30,-1.221,0.533,8,0,0.352,10,0.075,0.329
55.42,-1.230,0.536,8,0,0.352,10,0.078,0.105
55.55,-1.239,0.538,8,0,0.352,10,0.075,-0.343
55.68,-1.246,0.541,8,0,0.352,10,0.068,-0.791
55.81,-1.249,0.546,8,0,0.352,10,0.061,-1.239
55.94,-1.250,0.551,8,0,0.352,10,0.058,-1.463
56.06,-1.251,0.558,8,0,0.352,10,0.065,-1.015
56.19,-1.256,0.563,8,0,0.352,10,0.071,-0.567
56.32,-1.264,0.569,8,0,0.352,10,0.078,-0.119
56.45,-1.271,0.575,8,0,0.352,10,0.075,0.329
56.58,-1.279,0.580,8,0,0.352,10,0.068,0.777
56.70,-1.286,0.584,8,0,0.352,10,0.072,0.553
56.83,-1.294,0.588,8,0,0.352,10,0.078,0.105
56.96,-1.303,0.593,8,0,0.352,10,0.075,-0.343
57.09,-1.311,0.597,8,0,0.352,10,0.068,-0.791
